model,case,regime,start,stage,rho,retained_components,explained_variance_share,validation_r2,validation_mae,true_mass_share,support_90,pairwise_score,false_lag_rate,component_dominance
base,base_a_2_2,затухающие колебания,129,late,0.99,1.0,1.0,1.0,2.0354088784794536e-16,0.09090909090909091,10.0,0.1,0.9090909090909091,0.0909090909090909
base,base_a_2_2,затухающие колебания,130,late,0.8,1.0,1.0,1.0,1.8503717077085943e-16,0.09090909090909086,10.0,0.0,0.9090909090909091,0.09090909090909094
base,base_a_2_2,затухающие колебания,130,late,0.9,1.0,1.0,1.0,1.8503717077085943e-16,0.09090909090909086,10.0,0.0,0.9090909090909091,0.09090909090909094
base,base_a_2_2,затухающие колебания,130,late,0.95,1.0,1.0,1.0,1.8503717077085943e-16,0.09090909090909086,10.0,0.0,0.9090909090909091,0.09090909090909094
base,base_a_2_2,затухающие колебания,130,late,0.99,1.0,1.0,1.0,1.8503717077085943e-16,0.09090909090909086,10.0,0.0,0.9090909090909091,0.09090909090909094
base,base_a_2_2,затухающие колебания,131,late,0.8,1.0,1.0,1.0,2.0354088784794536e-16,0.09090909090909091,10.0,0.1,0.9090909090909091,0.0909090909090909
base,base_a_2_2,затухающие колебания,131,late,0.9,1.0,1.0,1.0,2.0354088784794536e-16,0.09090909090909091,10.0,0.1,0.9090909090909091,0.0909090909090909
base,base_a_2_2,затухающие колебания,131,late,0.95,1.0,1.0,1.0,2.0354088784794536e-16,0.09090909090909091,10.0,0.1,0.9090909090909091,0.0909090909090909
base,base_a_2_2,затухающие колебания,131,late,0.99,1.0,1.0,1.0,2.0354088784794536e-16,0.09090909090909091,10.0,0.1,0.9090909090909091,0.0909090909090909
base,base_a_2_2,затухающие колебания,132,late,0.8,1.0,1.0,1.0,1.8503717077085943e-16,0.09090909090909086,10.0,0.0,0.9090909090909091,0.09090909090909094
base,base_a_2_2,затухающие колебания,132,late,0.9,1.0,1.0,1.0,1.8503717077085943e-16,0.09090909090909086,10.0,0.0,0.9090909090909091,0.09090909090909094
base,base_a_2_2,затухающие колебания,132,late,0.95,1.0,1.0,1.0,1.8503717077085943e-16,0.09090909090909086,10.0,0.0,0.9090909090909091,0.09090909090909094
base,base_a_2_2,затухающие колебания,132,late,0.99,1.0,1.0,1.0,1.8503717077085943e-16,0.09090909090909086,10.0,0.0,0.9090909090909091,0.09090909090909094
base,base_a_2_2,затухающие колебания,133,late,0.8,1.0,1.0,1.0,2.0354088784794536e-16,0.09090909090909091,10.0,0.1,0.9090909090909091,0.0909090909090909
base,base_a_2_2,затухающие колебания,133,late,0.9,1.0,1.0,1.0,2.0354088784794536e-16,0.09090909090909091,10.0,0.1,0.9090909090909091,0.0909090909090909
base,base_a_2_2,затухающие колебания,133,late,0.95,1.0,1.0,1.0,2.0354088784794536e-16,0.09090909090909091,10.0,0.1,0.9090909090909091,0.0909090909090909
base,base_a_2_2,затухающие колебания,133,late,0.99,1.0,1.0,1.0,2.0354088784794536e-16,0.09090909090909091,10.0,0.1,0.9090909090909091,0.0909090909090909
base,base_a_2_2,затухающие колебания,134,late,0.8,1.0,1.0,1.0,1.8503717077085943e-16,0.09090909090909086,10.0,0.0,0.9090909090909091,0.09090909090909094
base,base_a_2_2,затухающие колебания,134,late,0.9,1.0,1.0,1.0,1.8503717077085943e-16,0.09090909090909086,10.0,0.0,0.9090909090909091,0.09090909090909094
base,base_a_2_2,затухающие колебания,134,late,0.95,1.0,1.0,1.0,1.8503717077085943e-16,0.09090909090909086,10.0,0.0,0.9090909090909091,0.09090909090909094
base,base_a_2_2,затухающие колебания,134,late,0.99,1.0,1.0,1.0,1.8503717077085943e-16,0.09090909090909086,10.0,0.0,0.9090909090909091,0.09090909090909094
base,base_a_2_2,затухающие колебания,135,late,0.8,1.0,1.0,1.0,2.0354088784794536e-16,0.09090909090909091,10.0,0.1,0.9090909090909091,0.0909090909090909
base,base_a_2_2,затухающие колебания,135,late,0.9,1.0,1.0,1.0,2.0354088784794536e-16,0.09090909090909091,10.0,0.1,0.9090909090909091,0.0909090909090909
base,base_a_2_2,затухающие колебания,135,late,0.95,1.0,1.0,1.0,2.0354088784794536e-16,0.09090909090909091,10.0,0.1,0.9090909090909091,0.0909090909090909
base,base_a_2_2,затухающие колебания,135,late,0.99,1.0,1.0,1.0,2.0354088784794536e-16,0.09090909090909091,10.0,0.1,0.9090909090909091,0.0909090909090909
base,base_a_2_2,затухающие колебания,136,late,0.8,1.0,1.0,1.0,1.8503717077085943e-16,0.09090909090909086,10.0,0.0,0.9090909090909091,0.09090909090909094
base,base_a_2_2,затухающие колебания,136,late,0.9,1.0,1.0,1.0,1.8503717077085943e-16,0.09090909090909086,10.0,0.0,0.9090909090909091,0.09090909090909094
base,base_a_2_2,затухающие колебания,136,late,0.95,1.0,1.0,1.0,1.8503717077085943e-16,0.09090909090909086,10.0,0.0,0.9090909090909091,0.09090909090909094
base,base_a_2_2,затухающие колебания,136,late,0.99,1.0,1.0,1.0,1.8503717077085943e-16,0.09090909090909086,10.0,0.0,0.9090909090909091,0.09090909090909094
base,base_a_2_2,затухающие колебания,137,late,0.8,1.0,1.0,1.0,2.0354088784794536e-16,0.09090909090909091,10.0,0.1,0.9090909090909091,0.0909090909090909
base,base_a_2_2,затухающие колебания,137,late,0.9,1.0,1.0,1.0,2.0354088784794536e-16,0.09090909090909091,10.0,0.1,0.9090909090909091,0.0909090909090909
base,base_a_2_2,затухающие колебания,137,late,0.95,1.0,1.0,1.0,2.0354088784794536e-16,0.09090909090909091,10.0,0.1,0.9090909090909091,0.0909090909090909
base,base_a_2_2,затухающие колебания,137,late,0.99,1.0,1.0,1.0,2.0354088784794536e-16,0.09090909090909091,10.0,0.1,0.9090909090909091,0.0909090909090909
base,base_a_2_2,затухающие колебания,138,late,0.8,1.0,1.0,1.0,1.8503717077085943e-16,0.09090909090909086,10.0,0.0,0.9090909090909091,0.09090909090909094
base,base_a_2_2,затухающие колебания,138,late,0.9,1.0,1.0,1.0,1.8503717077085943e-16,0.09090909090909086,10.0,0.0,0.9090909090909091,0.09090909090909094
base,base_a_2_2,затухающие колебания,138,late,0.95,1.0,1.0,1.0,1.8503717077085943e-16,0.09090909090909086,10.0,0.0,0.9090909090909091,0.09090909090909094
base,base_a_2_2,затухающие колебания,138,late,0.99,1.0,1.0,1.0,1.8503717077085943e-16,0.09090909090909086,10.0,0.0,0.9090909090909091,0.09090909090909094
base,base_a_2_2,затухающие колебания,139,late,0.8,1.0,1.0,1.0,2.0354088784794536e-16,0.09090909090909091,10.0,0.1,0.9090909090909091,0.0909090909090909
base,base_a_2_2,затухающие колебания,139,late,0.9,1.0,1.0,1.0,2.0354088784794536e-16,0.09090909090909091,10.0,0.1,0.9090909090909091,0.0909090909090909
base,base_a_2_2,затухающие колебания,139,late,0.95,1.0,1.0,1.0,2.0354088784794536e-16,0.09090909090909091,10.0,0.1,0.9090909090909091,0.0909090909090909
base,base_a_2_2,затухающие колебания,139,late,0.99,1.0,1.0,1.0,2.0354088784794536e-16,0.09090909090909091,10.0,0.1,0.9090909090909091,0.0909090909090909
base,base_a_2_2,затухающие колебания,140,late,0.8,1.0,1.0,1.0,1.8503717077085943e-16,0.09090909090909086,10.0,0.0,0.9090909090909091,0.09090909090909094
base,base_a_2_2,затухающие колебания,140,late,0.9,1.0,1.0,1.0,1.8503717077085943e-16,0.09090909090909086,10.0,0.0,0.9090909090909091,0.09090909090909094
base,base_a_2_2,затухающие колебания,140,late,0.95,1.0,1.0,1.0,1.8503717077085943e-16,0.09090909090909086,10.0,0.0,0.9090909090909091,0.09090909090909094
base,base_a_2_2,затухающие колебания,140,late,0.99,1.0,1.0,1.0,1.8503717077085943e-16,0.09090909090909086,10.0,0.0,0.9090909090909091,0.09090909090909094
base,base_a_2_2,затухающие колебания,141,late,0.8,1.0,1.0,1.0,2.0354088784794536e-16,0.09090909090909091,10.0,0.1,0.9090909090909091,0.0909090909090909
base,base_a_2_2,затухающие колебания,141,late,0.9,1.0,1.0,1.0,2.0354088784794536e-16,0.09090909090909091,10.0,0.1,0.9090909090909091,0.0909090909090909
base,base_a_2_2,затухающие колебания,141,late,0.95,1.0,1.0,1.0,2.0354088784794536e-16,0.09090909090909091,10.0,0.1,0.9090909090909091,0.0909090909090909
base,base_a_2_2,затухающие колебания,141,late,0.99,1.0,1.0,1.0,2.0354088784794536e-16,0.09090909090909091,10.0,0.1,0.9090909090909091,0.0909090909090909
base,base_a_2_2,затухающие колебания,142,late,0.8,1.0,1.0,1.0,1.8503717077085943e-16,0.09090909090909086,10.0,0.0,0.9090909090909091,0.09090909090909094
base,base_a_2_2,затухающие колебания,142,late,0.9,1.0,1.0,1.0,1.8503717077085943e-16,0.09090909090909086,10.0,0.0,0.9090909090909091,0.09090909090909094
base,base_a_2_2,затухающие колебания,142,late,0.95,1.0,1.0,1.0,1.8503717077085943e-16,0.09090909090909086,10.0,0.0,0.9090909090909091,0.09090909090909094
base,base_a_2_2,затухающие колебания,142,late,0.99,1.0,1.0,1.0,1.8503717077085943e-16,0.09090909090909086,10.0,0.0,0.9090909090909091,0.09090909090909094
base,base_a_2_2,затухающие колебания,143,late,0.8,1.0,1.0,1.0,2.0354088784794536e-16,0.09090909090909091,10.0,0.1,0.9090909090909091,0.0909090909090909
base,base_a_2_2,затухающие колебания,143,late,0.9,1.0,1.0,1.0,2.0354088784794536e-16,0.09090909090909091,10.0,0.1,0.9090909090909091,0.0909090909090909
base,base_a_2_2,затухающие колебания,143,late,0.95,1.0,1.0,1.0,2.0354088784794536e-16,0.09090909090909091,10.0,0.1,0.9090909090909091,0.0909090909090909
base,base_a_2_2,затухающие колебания,143,late,0.99,1.0,1.0,1.0,2.0354088784794536e-16,0.09090909090909091,10.0,0.1,0.9090909090909091,0.0909090909090909
base,base_a_2_2,затухающие колебания,144,late,0.8,1.0,1.0,1.0,1.8503717077085943e-16,0.09090909090909086,10.0,0.0,0.9090909090909091,0.09090909090909094
base,base_a_2_2,затухающие колебания,144,late,0.9,1.0,1.0,1.0,1.8503717077085943e-16,0.09090909090909086,10.0,0.0,0.9090909090909091,0.09090909090909094
base,base_a_2_2,затухающие колебания,144,late,0.95,1.0,1.0,1.0,1.8503717077085943e-16,0.09090909090909086,10.0,0.0,0.9090909090909091,0.09090909090909094
base,base_a_2_2,затухающие колебания,144,late,0.99,1.0,1.0,1.0,1.8503717077085943e-16,0.09090909090909086,10.0,0.0,0.9090909090909091,0.09090909090909094
base,base_a_2_2,затухающие колебания,145,late,0.8,1.0,1.0,1.0,2.0354088784794536e-16,0.09090909090909091,10.0,0.1,0.9090909090909091,0.0909090909090909
base,base_a_2_2,затухающие колебания,145,late,0.9,1.0,1.0,1.0,2.0354088784794536e-16,0.09090909090909091,10.0,0.1,0.9090909090909091,0.0909090909090909
base,base_a_2_2,затухающие колебания,145,late,0.95,1.0,1.0,1.0,2.0354088784794536e-16,0.09090909090909091,10.0,0.1,0.9090909090909091,0.0909090909090909
base,base_a_2_2,затухающие колебания,145,late,0.99,1.0,1.0,1.0,2.0354088784794536e-16,0.09090909090909091,10.0,0.1,0.9090909090909091,0.0909090909090909
base,base_a_2_2,затухающие колебания,146,late,0.8,1.0,1.0,1.0,1.8503717077085943e-16,0.09090909090909086,10.0,0.0,0.9090909090909091,0.09090909090909094
base,base_a_2_2,затухающие колебания,146,late,0.9,1.0,1.0,1.0,1.8503717077085943e-16,0.09090909090909086,10.0,0.0,0.9090909090909091,0.09090909090909094
base,base_a_2_2,затухающие колебания,146,late,0.95,1.0,1.0,1.0,1.8503717077085943e-16,0.09090909090909086,10.0,0.0,0.9090909090909091,0.09090909090909094
base,base_a_2_2,затухающие колебания,146,late,0.99,1.0,1.0,1.0,1.8503717077085943e-16,0.09090909090909086,10.0,0.0,0.9090909090909091,0.09090909090909094
base,base_a_2_2,затухающие колебания,147,late,0.8,1.0,1.0,1.0,2.0354088784794536e-16,0.09090909090909091,10.0,0.1,0.9090909090909091,0.0909090909090909
base,base_a_2_2,затухающие колебания,147,late,0.9,1.0,1.0,1.0,2.0354088784794536e-16,0.09090909090909091,10.0,0.1,0.9090909090909091,0.0909090909090909
base,base_a_2_2,затухающие колебания,147,late,0.95,1.0,1.0,1.0,2.0354088784794536e-16,0.09090909090909091,10.0,0.1,0.9090909090909091,0.0909090909090909
base,base_a_2_2,затухающие колебания,147,late,0.99,1.0,1.0,1.0,2.0354088784794536e-16,0.09090909090909091,10.0,0.1,0.9090909090909091,0.0909090909090909
base,base_a_2_2,затухающие колебания,148,late,0.8,1.0,1.0,1.0,1.8503717077085943e-16,0.09090909090909086,10.0,0.0,0.9090909090909091,0.09090909090909094
base,base_a_2_2,затухающие колебания,148,late,0.9,1.0,1.0,1.0,1.8503717077085943e-16,0.09090909090909086,10.0,0.0,0.9090909090909091,0.09090909090909094
base,base_a_2_2,затухающие колебания,148,late,0.95,1.0,1.0,1.0,1.8503717077085943e-16,0.09090909090909086,10.0,0.0,0.9090909090909091,0.09090909090909094
base,base_a_2_2,затухающие колебания,148,late,0.99,1.0,1.0,1.0,1.8503717077085943e-16,0.09090909090909086,10.0,0.0,0.9090909090909091,0.09090909090909094
base,base_a_2_2,затухающие колебания,149,late,0.8,1.0,1.0,1.0,2.0354088784794536e-16,0.09090909090909091,10.0,0.1,0.9090909090909091,0.0909090909090909
base,base_a_2_2,затухающие колебания,149,late,0.9,1.0,1.0,1.0,2.0354088784794536e-16,0.09090909090909091,10.0,0.1,0.9090909090909091,0.0909090909090909
base,base_a_2_2,затухающие колебания,149,late,0.95,1.0,1.0,1.0,2.0354088784794536e-16,0.09090909090909091,10.0,0.1,0.9090909090909091,0.0909090909090909
base,base_a_2_2,затухающие колебания,149,late,0.99,1.0,1.0,1.0,2.0354088784794536e-16,0.09090909090909091,10.0,0.1,0.9090909090909091,0.0909090909090909
base,base_a_2_2,затухающие колебания,150,late,0.8,1.0,1.0,1.0,1.8503717077085943e-16,0.09090909090909086,10.0,0.0,0.9090909090909091,0.09090909090909094
base,base_a_2_2,затухающие колебания,150,late,0.9,1.0,1.0,1.0,1.8503717077085943e-16,0.09090909090909086,10.0,0.0,0.9090909090909091,0.09090909090909094
base,base_a_2_2,затухающие колебания,150,late,0.95,1.0,1.0,1.0,1.8503717077085943e-16,0.09090909090909086,10.0,0.0,0.9090909090909091,0.09090909090909094
base,base_a_2_2,затухающие колебания,150,late,0.99,1.0,1.0,1.0,1.8503717077085943e-16,0.09090909090909086,10.0,0.0,0.9090909090909091,0.09090909090909094
base,base_a_2_2,затухающие колебания,151,late,0.8,1.0,1.0,1.0,2.0354088784794536e-16,0.09090909090909091,10.0,0.1,0.9090909090909091,0.0909090909090909
base,base_a_2_2,затухающие колебания,151,late,0.9,1.0,1.0,1.0,2.0354088784794536e-16,0.09090909090909091,10.0,0.1,0.9090909090909091,0.0909090909090909
base,base_a_2_2,затухающие колебания,151,late,0.95,1.0,1.0,1.0,2.0354088784794536e-16,0.09090909090909091,10.0,0.1,0.9090909090909091,0.0909090909090909
base,base_a_2_2,затухающие колебания,151,late,0.99,1.0,1.0,1.0,2.0354088784794536e-16,0.09090909090909091,10.0,0.1,0.9090909090909091,0.0909090909090909
base,base_a_2_2,затухающие колебания,152,late,0.8,1.0,1.0,1.0,1.8503717077085943e-16,0.09090909090909086,10.0,0.0,0.9090909090909091,0.09090909090909094
base,base_a_2_2,затухающие колебания,152,late,0.9,1.0,1.0,1.0,1.8503717077085943e-16,0.09090909090909086,10.0,0.0,0.9090909090909091,0.09090909090909094
base,base_a_2_2,затухающие колебания,152,late,0.95,1.0,1.0,1.0,1.8503717077085943e-16,0.09090909090909086,10.0,0.0,0.9090909090909091,0.09090909090909094
base,base_a_2_2,затухающие колебания,152,late,0.99,1.0,1.0,1.0,1.8503717077085943e-16,0.09090909090909086,10.0,0.0,0.9090909090909091,0.09090909090909094
base,base_a_2_2,затухающие колебания,153,late,0.8,1.0,1.0,1.0,2.0354088784794536e-16,0.09090909090909091,10.0,0.1,0.9090909090909091,0.0909090909090909
base,base_a_2_2,затухающие колебания,153,late,0.9,1.0,1.0,1.0,2.0354088784794536e-16,0.09090909090909091,10.0,0.1,0.9090909090909091,0.0909090909090909
base,base_a_2_2,затухающие колебания,153,late,0.95,1.0,1.0,1.0,2.0354088784794536e-16,0.09090909090909091,10.0,0.1,0.9090909090909091,0.0909090909090909
base,base_a_2_2,затухающие колебания,153,late,0.99,1.0,1.0,1.0,2.0354088784794536e-16,0.09090909090909091,10.0,0.1,0.9090909090909091,0.0909090909090909
base,base_a_2_2,затухающие колебания,154,late,0.8,1.0,1.0,1.0,1.8503717077085943e-16,0.09090909090909086,10.0,0.0,0.9090909090909091,0.09090909090909094
base,base_a_2_2,затухающие колебания,154,late,0.9,1.0,1.0,1.0,1.8503717077085943e-16,0.09090909090909086,10.0,0.0,0.9090909090909091,0.09090909090909094
base,base_a_2_2,затухающие колебания,154,late,0.95,1.0,1.0,1.0,1.8503717077085943e-16,0.09090909090909086,10.0,0.0,0.9090909090909091,0.09090909090909094
