model,case,regime,start,stage,component,variable,loading,abs_loading,loading_share,is_true_predictor
base,base_a_2_52,предтурбулентный цикл,105,middle,1,Lag_1,0.3041817735913833,0.3041817735913833,0.0917156387851642,0
base,base_a_2_52,предтурбулентный цикл,105,middle,1,Lag_2,-0.30067126837146135,0.30067126837146135,0.09065716567251707,0
base,base_a_2_52,предтурбулентный цикл,105,middle,1,Lag_3,0.3000111880718357,0.3000111880718357,0.09045814097220417,0
base,base_a_2_52,предтурбулентный цикл,105,middle,1,Lag_4,-0.3006644225874876,0.3006644225874876,0.09065510155985598,0
base,base_a_2_52,предтурбулентный цикл,105,middle,1,Lag_5,0.3041817735897441,0.3041817735897441,0.09171563878466994,0
base,base_a_2_52,предтурбулентный цикл,105,middle,1,Lag_6,-0.3006712683738257,0.3006712683738257,0.09065716567322994,0
base,base_a_2_52,предтурбулентный цикл,105,middle,1,Lag_7,0.30001118807502963,0.30001118807502963,0.09045814097316719,0
base,base_a_2_52,предтурбулентный цикл,105,middle,1,Lag_8,-0.3006644225921456,0.3006644225921456,0.09065510156126044,0
base,base_a_2_52,предтурбулентный цикл,105,middle,1,Lag_9,0.30418177359329224,0.30418177359329224,0.09171563878573977,0
base,base_a_2_52,предтурбулентный цикл,105,middle,1,Lag_10,-0.30067126836870683,0.30067126836870683,0.09065716567168654,0
base,base_a_2_52,предтурбулентный цикл,105,middle,2,X_n,-0.3951628092599888,0.3951628092599888,0.13907951728093493,1
base,base_a_2_52,предтурбулентный цикл,105,middle,2,Lag_1,0.07785666442062275,0.07785666442062275,0.027402040503259326,0
base,base_a_2_52,предтурбулентный цикл,105,middle,2,Lag_2,0.40489502066321875,0.40489502066321875,0.14250481751749308,0
base,base_a_2_52,предтурбулентный цикл,105,middle,2,Lag_3,-0.10376451387238636,0.10376451387238636,0.03652043705046004,0
base,base_a_2_52,предтурбулентный цикл,105,middle,2,Lag_4,-0.39516280930112546,0.39516280930112546,0.13907951729541318,0
base,base_a_2_52,предтурбулентный цикл,105,middle,2,Lag_5,0.07785666442953558,0.07785666442953558,0.02740204050639624,0
base,base_a_2_52,предтурбулентный цикл,105,middle,2,Lag_6,0.4048950206169157,0.4048950206169157,0.1425048175011965,0
base,base_a_2_52,предтурбулентный цикл,105,middle,2,Lag_7,-0.10376451385601053,0.10376451385601053,0.036520437044696485,0
base,base_a_2_52,предтурбулентный цикл,105,middle,2,Lag_8,-0.3951628092120627,0.3951628092120627,0.1390795172640671,0
base,base_a_2_52,предтурбулентный цикл,105,middle,2,Lag_9,0.07785666441023756,0.07785666441023756,0.027402040499604204,0
base,base_a_2_52,предтурбулентный цикл,105,middle,2,Lag_10,0.40489502071716266,0.40489502071716266,0.14250481753647892,0
base,base_a_2_52,предтурбулентный цикл,106,middle,1,X_n,0.30156661568517246,0.30156661568517246,0.09092669028383221,1
base,base_a_2_52,предтурбулентный цикл,106,middle,1,Lag_1,-0.30238189544725813,0.30238189544725813,0.09117250890753302,0
base,base_a_2_52,предтурбулентный цикл,106,middle,1,Lag_2,0.3024408565001813,0.3024408565001813,0.0911902865165889,0
base,base_a_2_52,предтурбулентный цикл,106,middle,1,Lag_3,-0.2987113002433054,0.2987113002433054,0.09006577143757527,0
base,base_a_2_52,предтурбулентный цикл,106,middle,1,Lag_4,0.3015666156838099,0.3015666156838099,0.09092669028342137,0
base,base_a_2_52,предтурбулентный цикл,106,middle,1,Lag_5,-0.30238189544526634,0.30238189544526634,0.09117250890693247,0
base,base_a_2_52,предтурбулентный цикл,106,middle,1,Lag_6,0.3024408564983778,0.3024408564983778,0.09119028651604512,0
base,base_a_2_52,предтурбулентный цикл,106,middle,1,Lag_7,-0.29871130024572845,0.29871130024572845,0.09006577143830585,0
base,base_a_2_52,предтурбулентный цикл,106,middle,1,Lag_8,0.30156661568676013,0.30156661568676013,0.09092669028431091,0
base,base_a_2_52,предтурбулентный цикл,106,middle,1,Lag_9,-0.3023818954495787,0.3023818954495787,0.09117250890823271,0
base,base_a_2_52,предтурбулентный цикл,106,middle,1,Lag_10,0.30244085650228236,0.30244085650228236,0.0911902865172224,0
base,base_a_2_52,предтурбулентный цикл,106,middle,2,X_n,0.35972642688115025,0.35972642688115025,0.10950501474109027,1
base,base_a_2_52,предтурбулентный цикл,106,middle,2,Lag_1,0.24917432050216887,0.24917432050216887,0.07585163502237244,0
base,base_a_2_52,предтурбулентный цикл,106,middle,2,Lag_2,-0.29666573839532495,0.29666573839532495,0.09030858905145059,0
base,base_a_2_52,предтурбулентный цикл,106,middle,2,Lag_3,-0.2841614738500884,0.2841614738500884,0.08650214178755519,0
base,base_a_2_52,предтурбулентный цикл,106,middle,2,Lag_4,0.35972642690516304,0.35972642690516304,0.10950501474840005,0
base,base_a_2_52,предтурбулентный цикл,106,middle,2,Lag_5,0.24917432053360047,0.24917432053360047,0.07585163503194059,0
base,base_a_2_52,предтурбулентный цикл,106,middle,2,Lag_6,-0.29666573842807015,0.29666573842807015,0.09030858906141861,0
base,base_a_2_52,предтурбулентный цикл,106,middle,2,Lag_7,-0.2841614737994335,0.2841614737994335,0.08650214177213525,0
base,base_a_2_52,предтурбулентный цикл,106,middle,2,Lag_8,0.35972642685317413,0.35972642685317413,0.109505014732574,0
base,base_a_2_52,предтурбулентный цикл,106,middle,2,Lag_9,0.24917432046554985,0.24917432046554985,0.07585163501122516,0
base,base_a_2_52,предтурбулентный цикл,106,middle,2,Lag_10,-0.29666573835717724,0.29666573835717724,0.09030858903983797,0
base,base_a_2_52,предтурбулентный цикл,107,middle,1,X_n,-0.3009851213581178,0.3009851213581178,0.09075129420743175,1
base,base_a_2_52,предтурбулентный цикл,107,middle,1,Lag_1,0.303625247668336,0.303625247668336,0.09154732983351946,0
base,base_a_2_52,предтурбулентный цикл,107,middle,1,Lag_2,-0.300373019857678,0.300373019857678,0.09056673690074306,0
base,base_a_2_52,предтурбулентный цикл,107,middle,1,Lag_3,0.30082149517914714,0.30082149517914714,0.09070195858764829,0
base,base_a_2_52,предтурбулентный цикл,107,middle,1,Lag_4,-0.3009851213571594,0.3009851213571594,0.09075129420714277,0
base,base_a_2_52,предтурбулентный цикл,107,middle,1,Lag_5,0.3036252476671094,0.3036252476671094,0.09154732983314963,0
base,base_a_2_52,предтурбулентный цикл,107,middle,1,Lag_6,-0.30037301985544546,0.30037301985544546,0.09056673690006992,0
base,base_a_2_52,предтурбулентный цикл,107,middle,1,Lag_7,0.3008214951771602,0.3008214951771602,0.0907019585870492,0
base,base_a_2_52,предтурбулентный цикл,107,middle,1,Lag_8,-0.3009851213592347,0.3009851213592347,0.09075129420776852,0
base,base_a_2_52,предтурбулентный цикл,107,middle,1,Lag_9,0.3036252476697646,0.3036252476697646,0.09154732983395021,0
base,base_a_2_52,предтурбулентный цикл,107,middle,1,Lag_10,-0.300373019860279,0.300373019860279,0.09056673690152729,0
base,base_a_2_52,предтурбулентный цикл,107,middle,2,X_n,-0.3858969644400324,0.3858969644400324,0.13463513242508962,1
base,base_a_2_52,предтурбулентный цикл,107,middle,2,Lag_1,0.09097442625026268,0.09097442625026268,0.031739959248640405,0
base,base_a_2_52,предтурбулентный цикл,107,middle,2,Lag_2,0.4116063371851248,0.4116063371851248,0.14360484486925007,0
base,base_a_2_52,предтурбулентный цикл,107,middle,2,Lag_3,-0.10040475433721185,0.10040475433721185,0.03503009518593863,0
base,base_a_2_52,предтурбулентный цикл,107,middle,2,Lag_4,-0.3858969644615882,0.3858969644615882,0.1346351324326102,0
base,base_a_2_52,предтурбулентный цикл,107,middle,2,Lag_5,0.09097442625824786,0.09097442625824786,0.03173995925142635,0
base,base_a_2_52,предтурбулентный цикл,107,middle,2,Lag_6,0.41160633722607715,0.41160633722607715,0.1436048448835379,0
base,base_a_2_52,предтурбулентный цикл,107,middle,2,Lag_7,-0.1004047543465038,0.1004047543465038,0.03503009518918048,0
base,base_a_2_52,предтурбулентный цикл,107,middle,2,Lag_8,-0.3858969644149186,0.3858969644149186,0.13463513241632769,0
base,base_a_2_52,предтурбулентный цикл,107,middle,2,Lag_9,0.0909744262409595,0.0909744262409595,0.03173995924539463,0
base,base_a_2_52,предтурбулентный цикл,107,middle,2,Lag_10,0.4116063371374137,0.4116063371374137,0.1436048448526042,0
base,base_a_2_52,предтурбулентный цикл,108,late,1,X_n,-0.30213407024502903,0.30213407024502903,0.09109805975993299,1
base,base_a_2_52,предтурбулентный цикл,108,late,1,Lag_1,0.3026812975520179,0.3026812975520179,0.09126305719260885,0
base,base_a_2_52,предтурбулентный цикл,108,late,1,Lag_2,-0.30186057897858554,0.30186057897858554,0.09101559794516949,0
base,base_a_2_52,предтурбулентный цикл,108,late,1,Lag_3,0.29827644870624986,0.29827644870624986,0.08993492765375936,0
base,base_a_2_52,предтурбулентный цикл,108,late,1,Lag_4,-0.30213407024587496,0.30213407024587496,0.09109805976018805,0
base,base_a_2_52,предтурбулентный цикл,108,late,1,Lag_5,0.30268129755109385,0.30268129755109385,0.09126305719233024,0
base,base_a_2_52,предтурбулентный цикл,108,late,1,Lag_6,-0.30186057897725593,0.30186057897725593,0.09101559794476859,0
base,base_a_2_52,предтурбулентный цикл,108,late,1,Lag_7,0.2982764487038527,0.2982764487038527,0.0899349276530366,0
base,base_a_2_52,предтурбулентный цикл,108,late,1,Lag_8,-0.30213407024404365,0.30213407024404365,0.09109805975963588,0
base,base_a_2_52,предтурбулентный цикл,108,late,1,Lag_9,0.30268129755309436,0.30268129755309436,0.09126305719293343,0
base,base_a_2_52,предтурбулентный цикл,108,late,1,Lag_10,-0.3018605789801347,0.3018605789801347,0.09101559794563657,0
base,base_a_2_52,предтурбулентный цикл,108,late,2,X_n,0.35378295246103,0.35378295246103,0.10809779432897619,1
base,base_a_2_52,предтурбулентный цикл,108,late,2,Lag_1,0.2260026400740702,0.2260026400740702,0.06905473181957103,0
base,base_a_2_52,предтурбулентный цикл,108,late,2,Lag_2,-0.31817216222335293,0.31817216222335293,0.09721697643702659,0
base,base_a_2_52,предтурбулентный цикл,108,late,2,Lag_3,-0.2894656397794783,0.2894656397794783,0.08844574611783841,0
base,base_a_2_52,предтурбулентный цикл,108,late,2,Lag_4,0.3537829524456838,0.3537829524456838,0.10809779432428719,0
base,base_a_2_52,предтурбулентный цикл,108,late,2,Lag_5,0.2260026400974929,0.2260026400974929,0.0690547318267278,0
base,base_a_2_52,предтурбулентный цикл,108,late,2,Lag_6,-0.318172162248111,0.318172162248111,0.09721697644459139,0
base,base_a_2_52,предтурбулентный цикл,108,late,2,Lag_7,-0.2894656398097781,0.2894656398097781,0.08844574612709646,0
base,base_a_2_52,предтурбулентный цикл,108,late,2,Lag_8,0.35378295247890734,0.35378295247890734,0.10809779433443858,0
base,base_a_2_52,предтурбулентный цикл,108,late,2,Lag_9,0.22600264004678228,0.22600264004678228,0.06905473181123326,0
base,base_a_2_52,предтурбулентный цикл,108,late,2,Lag_10,-0.31817216219450817,0.31817216219450817,0.09721697642821313,0
base,base_a_2_52,предтурбулентный цикл,109,late,1,X_n,-0.3006644225896149,0.3006644225896149,0.09065510156049739,1
base,base_a_2_52,предтурбулентный цикл,109,late,1,Lag_1,0.3041817735913802,0.3041817735913802,0.09171563878516324,0
base,base_a_2_52,предтурбулентный цикл,109,late,1,Lag_2,-0.3006712683722571,0.3006712683722571,0.09065716567275699,0
base,base_a_2_52,предтурбулентный цикл,109,late,1,Lag_3,0.3000111880731891,0.3000111880731891,0.09045814097261223,0
base,base_a_2_52,предтурбулентный цикл,109,late,1,Lag_4,-0.3006644225906088,0.3006644225906088,0.09065510156079708,0
base,base_a_2_52,предтурбулентный цикл,109,late,1,Lag_5,0.30418177359213716,0.30418177359213716,0.09171563878539148,0
base,base_a_2_52,предтурбулентный цикл,109,late,1,Lag_6,-0.30067126837116503,0.30067126837116503,0.09065716567242771,0
base,base_a_2_52,предтурбулентный цикл,109,late,1,Lag_7,0.3000111880717139,0.3000111880717139,0.09045814097216744,0
base,base_a_2_52,предтурбулентный цикл,109,late,1,Lag_8,-0.3006644225884573,0.3006644225884573,0.09065510156014836,0
base,base_a_2_52,предтурбулентный цикл,109,late,1,Lag_9,0.30418177359049825,0.30418177359049825,0.09171563878489732,0
base,base_a_2_52,предтурбулентный цикл,109,late,1,Lag_10,-0.3006712683735294,0.3006712683735294,0.09065716567314061,0
base,base_a_2_52,предтурбулентный цикл,109,late,2,X_n,-0.3951628092672753,0.3951628092672753,0.13907951728350562,1
base,base_a_2_52,предтурбулентный цикл,109,late,2,Lag_1,0.07785666441003476,0.07785666441003476,0.02740204049953405,0
base,base_a_2_52,предтурбулентный цикл,109,late,2,Lag_2,0.404895020655856,0.404895020655856,0.14250481751490804,0
base,base_a_2_52,предтурбулентный цикл,109,late,2,Lag_3,-0.10376451387589815,0.10376451387589815,0.036520437051697656,0
base,base_a_2_52,предтурбулентный цикл,109,late,2,Lag_4,-0.3951628092482736,0.3951628092482736,0.1390795172768179,0
base,base_a_2_52,предтурбулентный цикл,109,late,2,Lag_5,0.07785666440591765,0.07785666440591765,0.02740204049808501,0
base,base_a_2_52,предтурбулентный цикл,109,late,2,Lag_6,0.40489502067724265,0.40489502067724265,0.14250481752243518,0
